EPAY,"Bottomline Technologies Inc. (EPAY) Prices, Dividends, Splits and Trading Volume"
BDBD,"Boulder Brands Inc. (BDBD) Prices, Dividends, Splits and Trading Volume"
BYD,"Boyd Gaming Corp. (BYD) Prices, Dividends, Splits and Trading Volume"
BPZ,"BPZ Resources (BPZ) Prices, Dividends, Splits and Trading Volume"
BRC,"Brady Corp. (BRC) Prices, Dividends, Splits and Trading Volume"
BBRG,"Bravo Brio Restaurant Group Inc. (BBRG) Prices, Dividends, Splits and Trading Volume"
BDGE,"Bridge Bancorp Inc. (Bridgehampton NY) (BDGE) Prices, Dividends, Splits and Trading Volume"
BBNK,"Bridge Capital Holdings (BBNK) Prices, Dividends, Splits and Trading Volume"
BPI,"Bridgepoint Education (BPI) Prices, Dividends, Splits and Trading Volume"
BGG,"Briggs & Stratton Corp. (BGG) Prices, Dividends, Splits and Trading Volume"
BCOV,"Brightcove Inc. (BCOV) Prices, Dividends, Splits and Trading Volume"
BFAM,"Bright Horizons Family Solutions (BFAM) Prices, Dividends, Splits and Trading Volume"
EAT,"Brinker International Inc. (EAT) Prices, Dividends, Splits and Trading Volume"
BCO,"The Brinks Company (BCO) Prices, Dividends, Splits and Trading Volume"
BRS,"Bristow Group Inc (BRS) Prices, Dividends, Splits and Trading Volume"
BR,"Broadridge Financial Solutions Inc (BR) Prices, Dividends, Splits and Trading Volume"
BSFT,"BroadSoft Inc. (BSFT) Prices, Dividends, Splits and Trading Volume"
BRCD,"Brocade Communications Systems Inc. (BRCD) Prices, Dividends, Splits and Trading Volume"
BKD,"Brookdale Senior Living (BKD) Prices, Dividends, Splits and Trading Volume"
BRKL,"Brookline Bancorp Inc (DE) (BRKL) Prices, Dividends, Splits and Trading Volume"
BRKS,"Brooks Automation Inc (BRKS) Prices, Dividends, Splits and Trading Volume"
BRO,"Brown & Brown Inc. (BRO) Prices, Dividends, Splits and Trading Volume"
BWS,"Brown Shoe Co. Inc. (BWS) Prices, Dividends, Splits and Trading Volume"
BRKR,"Bruker Corporation (BRKR) Prices, Dividends, Splits and Trading Volume"
BC,"Brunswick Corp. (BC) Prices, Dividends, Splits and Trading Volume"
BMTC,"Bryn Mawr Bank Corp. (BMTC) Prices, Dividends, Splits and Trading Volume"
BKE,"Buckle Inc. (The) (BKE) Prices, Dividends, Splits and Trading Volume"
BWLD,"Buffalo Wild Wings Inc. (BWLD) Prices, Dividends, Splits and Trading Volume"
BLDR,"Builders FirstSource Inc. (BLDR) Prices, Dividends, Splits and Trading Volume"
BBW,"Build-A-Bear Workshop (BBW) Prices, Dividends, Splits and Trading Volume"
BG,"Bunge Ltd. (BG) Prices, Dividends, Splits and Trading Volume"
BURL,"Burlington Stores (BURL) Prices, Dividends, Splits and Trading Volume"
BKW,"Burger King Worldwide (BKW) Prices, Dividends, Splits and Trading Volume"
CFFI,"C & F Financial Corp. (CFFI) Prices, Dividends, Splits and Trading Volume"
CJES,"C&J Energy Services Ltd (CJES) Prices, Dividends, Splits and Trading Volume"
CAB,"Cabelas Inc. (CAB) Prices, Dividends, Splits and Trading Volume"
CBT,"Cabot Corp. (CBT) Prices, Dividends, Splits and Trading Volume"
CCMP,"Cabot Microelectronics Corp (CCMP) Prices, Dividends, Splits and Trading Volume"
CACI,"Caci International Inc. Cl A (CACI) Prices, Dividends, Splits and Trading Volume"
CDNS,"Cadence Design Systems Inc. (CDNS) Prices, Dividends, Splits and Trading Volume"
CZR,"Caesars Entertainment Corp (CZR) Prices, Dividends, Splits and Trading Volume"
CACQ,"Caesars Acquisition Co. (CACQ) Prices, Dividends, Splits and Trading Volume"
DVR,"Cal Dive International, Inc. (DVR) Prices, Dividends, Splits and Trading Volume"
CAP,"CAI International (CAP) Prices, Dividends, Splits and Trading Volume"
CALM,"Cal-Maine Foods Inc. (CALM) Prices, Dividends, Splits and Trading Volume"
CLMS,"Calamos Asset Management Inc (CLMS) Prices, Dividends, Splits and Trading Volume"
CAMP,"CalAmp Corp. (CAMP) Prices, Dividends, Splits and Trading Volume"
CVGW,"Calavo Growers Inc. (CVGW) Prices, Dividends, Splits and Trading Volume"
CCC,"Calgon Carbon Corp. (CCC) Prices, Dividends, Splits and Trading Volume"
CFNB,"California First National Bancorp (CFNB) Prices, Dividends, Splits and Trading Volume"
CWT,"California Water Service Group (DE) (CWT) Prices, Dividends, Splits and Trading Volume"
CALX,"Calix Networks (CALX) Prices, Dividends, Splits and Trading Volume"
CALD,"Callidus Software Inc. (CALD) Prices, Dividends, Splits and Trading Volume"
ELY,"Callaway Golf Co. (DE) (ELY) Prices, Dividends, Splits and Trading Volume"
CPE,"Callon Petroleum (CPE) Prices, Dividends, Splits and Trading Volume"
CPN,"Calpine (CPN) Prices, Dividends, Splits and Trading Volume"
CBM,"Cambrex Corp. (CBM) Prices, Dividends, Splits and Trading Volume"
CAC,"Camden National Corp. (ME) (CAC) Prices, Dividends, Splits and Trading Volume"
CMN,"Cantel Medical Corp (CMN) Prices, Dividends, Splits and Trading Volume"
CPLA,"Capella Education Company (CPLA) Prices, Dividends, Splits and Trading Volume"
CBF,"Capital Bank Financial Corp (CBF) Prices, Dividends, Splits and Trading Volume"
CCBG,"Capital City Bank Group Inc. (CCBG) Prices, Dividends, Splits and Trading Volume"
CSU,"Capital Senior Living (CSU) Prices, Dividends, Splits and Trading Volume"
CSWC,"Capital Southwest Corp. (CSWC) Prices, Dividends, Splits and Trading Volume"
CSE,"CapitalSource Inc (CSE) Prices, Dividends, Splits and Trading Volume"
CFFN,"Capitol Federal Financial Inc (CFFN) Prices, Dividends, Splits and Trading Volume"
CPST,"Capstone Turbine Corp. (CPST) Prices, Dividends, Splits and Trading Volume"
CRR,"Carbo Ceramics Inc. (CRR) Prices, Dividends, Splits and Trading Volume"
CARB,"Carbonite Inc. (CARB) Prices, Dividends, Splits and Trading Volume"
CFNL,"Cardinal Financial Corp (CFNL) Prices, Dividends, Splits and Trading Volume"
CSII,"Cardiovascular Systems Inc. (CSII) Prices, Dividends, Splits and Trading Volume"
CRCM,"Care.com Inc (CRCM) Prices, Dividends, Splits and Trading Volume"
CATM,"Cardtronics Inc. (CATM) Prices, Dividends, Splits and Trading Volume"
CECO,"Career Education Corporation (CECO) Prices, Dividends, Splits and Trading Volume"
CSL,"Carlisle Cos. Inc. (CSL) Prices, Dividends, Splits and Trading Volume"
CKEC,"Carmike Cinemas Inc. (CKEC) Prices, Dividends, Splits and Trading Volume"
CRS,"Carpenter Tech. Corp. (CRS) Prices, Dividends, Splits and Trading Volume"
CSV,"Carriage Services Inc. (CSV) Prices, Dividends, Splits and Trading Volume"
CRZO,"Carrizo Oil & Gas Inc. (CRZO) Prices, Dividends, Splits and Trading Volume"
TAST,"Carrols Restaurant Group Inc. (TAST) Prices, Dividends, Splits and Trading Volume"
CRI,"Carters Inc. (CRI) Prices, Dividends, Splits and Trading Volume"
CACB,"Cascade Bancorp (CACB) Prices, Dividends, Splits and Trading Volume"
CSCD,"Cascade Microtech Inc. (CSCD) Prices, Dividends, Splits and Trading Volume"
CWST,"Casella Waste Systems Inc. (CWST) Prices, Dividends, Splits and Trading Volume"
CASY,"Casey's General Stores Inc. (CASY) Prices, Dividends, Splits and Trading Volume"
CSH,"Cash America International Inc. (CSH) Prices, Dividends, Splits and Trading Volume"
CASS,"Cass Information Systems Inc. (CASS) Prices, Dividends, Splits and Trading Volume"
CAS,"A.M. Castle (CAS) Prices, Dividends, Splits and Trading Volume"
CTRX,"Catamaran Corp (CTRX) Prices, Dividends, Splits and Trading Volume"
CATY,"Cathay General Bancorp (CATY) Prices, Dividends, Splits and Trading Volume"
CATO,"Cato Corp. (CATO) Prices, Dividends, Splits and Trading Volume"
CVCO,"Cavco Industries Inc. (CVCO) Prices, Dividends, Splits and Trading Volume"
CAVM,"Cavium Inc. (CAVM) Prices, Dividends, Splits and Trading Volume"
CBEY,"Cbeyond, Inc. (CBEY) Prices, Dividends, Splits and Trading Volume"
CBZ,"CBIZ (CBZ) Prices, Dividends, Splits and Trading Volume"
CBOE,"CBOE Holdings Inc. (CBOE) Prices, Dividends, Splits and Trading Volume"
CDI,"CDI Corp. (CDI) Prices, Dividends, Splits and Trading Volume"
CECE,"CECO Environmental Corp. (CECE) Prices, Dividends, Splits and Trading Volume"
CGI,"Celadon Group Inc. (CGI) Prices, Dividends, Splits and Trading Volume"
CE,"Celanese Corp (DE) (CE) Prices, Dividends, Splits and Trading Volume"
CTIC,"CTI BioPharma Corp (CTIC) Prices, Dividends, Splits and Trading Volume"
CLDX,"Celldex Therapeutics Inc. (CLDX) Prices, Dividends, Splits and Trading Volume"
ICEL,"Cellular Dynamics International Inc (ICEL) Prices, Dividends, Splits and Trading Volume"
CEMP,"Cempra Inc. (CEMP) Prices, Dividends, Splits and Trading Volume"
CNC,"Centene Corp (CNC) Prices, Dividends, Splits and Trading Volume"
CNBC,"Center Bancorp, Inc. (CNBC) Prices, Dividends, Splits and Trading Volume"
CSFL,"Centerstate Banks Inc. (CSFL) Prices, Dividends, Splits and Trading Volume"
CETV,"Central European Media Enterprises Ltd. (CETV) Prices, Dividends, Splits and Trading Volume"
CENTA,"Central Garden & Pet Company (CENTA) Prices, Dividends, Splits and Trading Volume"
CPF,"Central Pacific Financial Corp (CPF) Prices, Dividends, Splits and Trading Volume"
CENX,"Century Aluminum Company (CENX) Prices, Dividends, Splits and Trading Volume"
CNBKA,"Century Bancorp Inc. (MA) (CNBKA) Prices, Dividends, Splits and Trading Volume"
CVO,"Cenveo (CVO) Prices, Dividends, Splits and Trading Volume"
CPHD,"CEPHEID (CPHD) Prices, Dividends, Splits and Trading Volume"
CERS,"Cerus Corporation (CERS) Prices, Dividends, Splits and Trading Volume"
CEVA,"CEVA Inc. (CEVA) Prices, Dividends, Splits and Trading Volume"
ECOM,"ChannelAdvisor Corp (ECOM) Prices, Dividends, Splits and Trading Volume"
CRL,"Charles River Laboratories International Inc. (CRL) Prices, Dividends, Splits and Trading Volume"
GTLS,"Chart Industries Inc. (GTLS) Prices, Dividends, Splits and Trading Volume"
CHTR,"Charter Communications Inc. (CHTR) Prices, Dividends, Splits and Trading Volume"
CHFN,"Charter Financial Corp (MD) (CHFN) Prices, Dividends, Splits and Trading Volume"
CCF,"Chase Corp. (CCF) Prices, Dividends, Splits and Trading Volume"
CHKP,"Check Point Software Technologies Ltd. (CHKP) Prices, Dividends, Splits and Trading Volume"
HELI,"CHC Group Ltd (HELI) Prices, Dividends, Splits and Trading Volume"
CKP,"Checkpoint Systems Inc (CKP) Prices, Dividends, Splits and Trading Volume"
CAKE,"Cheesecake Factory Inc. (The) (CAKE) Prices, Dividends, Splits and Trading Volume"
CHEF,"The Chefs' Warehouse Inc. (CHEF) Prices, Dividends, Splits and Trading Volume"
CHGG,"Chegg Inc (CHGG) Prices, Dividends, Splits and Trading Volume"
CHTP,"Chelsea Therapeutics International, Ltd. (CHTP) Prices, Dividends, Splits and Trading Volume"
CHE,"Chemed Corp (CHE) Prices, Dividends, Splits and Trading Volume"
CHFC,"Chemical Financial Corp. (CHFC) Prices, Dividends, Splits and Trading Volume"
CCXI,"ChemoCentryx Inc. (CCXI) Prices, Dividends, Splits and Trading Volume"
CHMG,"Chemung Financial Corp. (CHMG) Prices, Dividends, Splits and Trading Volume"
CHMT,"Chemtura Corp (CHMT) Prices, Dividends, Splits and Trading Volume"
LNG,"Cheniere Energy Inc. (LNG) Prices, Dividends, Splits and Trading Volume"
CPK,"Chesapeake Utilities Corp. (CPK) Prices, Dividends, Splits and Trading Volume"
CBI,"Chicago Bridge & Iron Co. N.V. (Netherlands) (CBI) Prices, Dividends, Splits and Trading Volume"
CHS,"Chico's FAS Inc (CHS) Prices, Dividends, Splits and Trading Volume"
PLCE,"Children's Place Inc. (The) (PLCE) Prices, Dividends, Splits and Trading Volume"
CMRX,"Chimerix Inc. (CMRX) Prices, Dividends, Splits and Trading Volume"
CHDX,"Chindex International Inc. (CHDX) Prices, Dividends, Splits and Trading Volume"
CQB,"Chiquita Brands International Inc. (CQB) Prices, Dividends, Splits and Trading Volume"
CHH,"Choice Hotels International Inc. (CHH) Prices, Dividends, Splits and Trading Volume"
CBK,"Christopher & Banks Corp. (CBK) Prices, Dividends, Splits and Trading Volume"
CHD,"Church & Dwight Co. Inc. (CHD) Prices, Dividends, Splits and Trading Volume"
CHUY,"Chuy's Holdings Inc. (CHUY) Prices, Dividends, Splits and Trading Volume"
CHDN,"Churchill Downs Inc. (CHDN) Prices, Dividends, Splits and Trading Volume"
CBR,"Ciber Inc. (CBR) Prices, Dividends, Splits and Trading Volume"
CIFC,"CIFC Corp (CIFC) Prices, Dividends, Splits and Trading Volume"
CIEN,"CIENA CORP (CIEN) Prices, Dividends, Splits and Trading Volume"
XEC,"Cimarex Energy Co (XEC) Prices, Dividends, Splits and Trading Volume"
CBB,"Cincinnati Bell (CBB) Prices, Dividends, Splits and Trading Volume"
CIDM,"Cinedigm Digital Cinema Corp (CIDM) Prices, Dividends, Splits and Trading Volume"
CNK,"Cinemark Holdings Inc. (CNK) Prices, Dividends, Splits and Trading Volume"
CIR,"Circor International Inc (CIR) Prices, Dividends, Splits and Trading Volume"
CRUS,"Cirrus Logic Inc. (CRUS) Prices, Dividends, Splits and Trading Volume"
CIT,"CIT Group Inc. (CIT) Prices, Dividends, Splits and Trading Volume"
CTRN,"Citi Trends Inc (CTRN) Prices, Dividends, Splits and Trading Volume"
CZNC,"Citizens & Northern Corp (CZNC) Prices, Dividends, Splits and Trading Volume"
CIA,"Citizens Inc. Cl A (CIA) Prices, Dividends, Splits and Trading Volume"
CYN,"City National Corp (Beverly Hills CA) (CYN) Prices, Dividends, Splits and Trading Volume"
CHCO,"City Holding Co. (CHCO) Prices, Dividends, Splits and Trading Volume"
CLC,"Clarcor Inc. (CLC) Prices, Dividends, Splits and Trading Volume"
CWEI,"CLAYTON WILLIAMS E## (CWEI) Prices, Dividends, Splits and Trading Volume"
CLNE,"Clean Energy Fuels Corp. (CLNE) Prices, Dividends, Splits and Trading Volume"
CLH,"Clean Harbors Inc. (CLH) Prices, Dividends, Splits and Trading Volume"
CCO,"Clear Channel Outdoor Holdings Inc (CCO) Prices, Dividends, Splits and Trading Volume"
CLFD,"Clearfield Inc. (CLFD) Prices, Dividends, Splits and Trading Volume"
CLW,"Clearwater Paper (CLW) Prices, Dividends, Splits and Trading Volume"
CNL,"Cleco Corp. (CNL) Prices, Dividends, Splits and Trading Volume"
CSBK,"Clifton Bancorp Inc (CSBK) Prices, Dividends, Splits and Trading Volume"
CLD,"Cloud Peak Energy Inc (CLD) Prices, Dividends, Splits and Trading Volume"
CLVS,"Clovis Oncology Inc. (CLVS) Prices, Dividends, Splits and Trading Volume"
MYCC,"ClubCorp Holdings Inc (MYCC) Prices, Dividends, Splits and Trading Volume"
CNA,"CNA Financial Corp. (CNA) Prices, Dividends, Splits and Trading Volume"
CCNE,"CNB Financial Corp. (Clearfield PA) (CCNE) Prices, Dividends, Splits and Trading Volume"
CNO,"CNO Financial Group (CNO) Prices, Dividends, Splits and Trading Volume"
CIE,"Cobalt International Energy (CIE) Prices, Dividends, Splits and Trading Volume"
COBZ,"CoBiz Financial Inc (COBZ) Prices, Dividends, Splits and Trading Volume"
COKE,"Coca-Cola Bottling Co. Consolidated (COKE) Prices, Dividends, Splits and Trading Volume"
CDE,"Coeur Mining Inc (CDE) Prices, Dividends, Splits and Trading Volume"
CCOI,"Cogent Communications Holdings Inc. (CCOI) Prices, Dividends, Splits and Trading Volume"
CGNX,"Cognex Corp. (CGNX) Prices, Dividends, Splits and Trading Volume"
CNS,"Cohen & Steers Inc (CNS) Prices, Dividends, Splits and Trading Volume"
COHU,"Cohu Inc. (COHU) Prices, Dividends, Splits and Trading Volume"
COHR,"Coherent Inc. (COHR) Prices, Dividends, Splits and Trading Volume"
CFX,"Colfax (CFX) Prices, Dividends, Splits and Trading Volume"
CLCT,"Collectors Universe Inc (CLCT) Prices, Dividends, Splits and Trading Volume"
COLB,"Columbia Banking System Inc. (COLB) Prices, Dividends, Splits and Trading Volume"
COLM,"Columbia Sportswear Co. (COLM) Prices, Dividends, Splits and Trading Volume"
CMCO,"Columbus McKinnon Corp. (NY) (CMCO) Prices, Dividends, Splits and Trading Volume"
CMCSK,"Comcast Corporation (CMCSK) Prices, Dividends, Splits and Trading Volume"
FIX,"Comfort Systems USA Inc. (FIX) Prices, Dividends, Splits and Trading Volume"
CBSH,"Commerce Bancshares Inc. (CBSH) Prices, Dividends, Splits and Trading Volume"
CMC,"Commercial Metals Co. (CMC) Prices, Dividends, Splits and Trading Volume"
CVGI,"Commercial Vehicle Group Inc. (CVGI) Prices, Dividends, Splits and Trading Volume"
CBU,"Community Bank System Inc. (CBU) Prices, Dividends, Splits and Trading Volume"
CYH,"Community Health Systems Inc. (CYH) Prices, Dividends, Splits and Trading Volume"
CTBI,"Community Trust Bancorp Inc. (CTBI) Prices, Dividends, Splits and Trading Volume"
COB,"CommunityOne Bancorp (COB) Prices, Dividends, Splits and Trading Volume"
CVLT,"CommVault Systems Inc. (CVLT) Prices, Dividends, Splits and Trading Volume"
CMP,"Compass Minerals International Inc (CMP) Prices, Dividends, Splits and Trading Volume"
CPSI,"Computer Programs & Systems Inc (CPSI) Prices, Dividends, Splits and Trading Volume"
CTG,"Computer Task Group Inc. (CTG) Prices, Dividends, Splits and Trading Volume"
CPWR,"CompuWare Corp. (CPWR) Prices, Dividends, Splits and Trading Volume"
CIX,"CompX International Inc. (CIX) Prices, Dividends, Splits and Trading Volume"
SCOR,"comScore Inc. (SCOR) Prices, Dividends, Splits and Trading Volume"
CRK,"Comstock Resources Inc. (CRK) Prices, Dividends, Splits and Trading Volume"
CMTL,"Comtech Telecommunications Corp. (CMTL) Prices, Dividends, Splits and Trading Volume"
CNW,"Con-way Inc. (CNW) Prices, Dividends, Splits and Trading Volume"
CNSI,"Comverse Inc. (CNSI) Prices, Dividends, Splits and Trading Volume"
CXO,"Concho Resources (CXO) Prices, Dividends, Splits and Trading Volume"
CNQR,"Concur Technologies Inc. (CNQR) Prices, Dividends, Splits and Trading Volume"
CNMD,"Conmed Corp. (CNMD) Prices, Dividends, Splits and Trading Volume"
CONN,"Conn's Inc. (CONN) Prices, Dividends, Splits and Trading Volume"
CTWS,"Connecticut Water Service Inc. (CTWS) Prices, Dividends, Splits and Trading Volume"
CNOB,"ConnectOne Bancorp Inc (New) (CNOB) Prices, Dividends, Splits and Trading Volume"
CTO,"Consolidated-Tomoka Land Co. (CTO) Prices, Dividends, Splits and Trading Volume"
CNSL,"Consolidated Communications Holdings Inc (CNSL) Prices, Dividends, Splits and Trading Volume"
CWCO,"Consolidated Water Co Ltd (CWCO) Prices, Dividends, Splits and Trading Volume"
CTCT,"Constant Contact Inc. (CTCT) Prices, Dividends, Splits and Trading Volume"
CPSS,"Consumer Portfolio Services Inc. (CPSS) Prices, Dividends, Splits and Trading Volume"
MCF,"Contango Oil & Gas Co. (MCF) Prices, Dividends, Splits and Trading Volume"
TCS,"The Container Store Group Inc. (TCS) Prices, Dividends, Splits and Trading Volume"
CBPX,"Continental Building Products Inc (CBPX) Prices, Dividends, Splits and Trading Volume"
CLR,"Continental Resources Inc. (CLR) Prices, Dividends, Splits and Trading Volume"
CTRL,"Control4 Corp (CTRL) Prices, Dividends, Splits and Trading Volume"
CVG,"Convergys Corp. (CVG) Prices, Dividends, Splits and Trading Volume"
CNVR,"Conversant Inc (CNVR) Prices, Dividends, Splits and Trading Volume"
COO,"Cooper Cos. (COO) Prices, Dividends, Splits and Trading Volume"
CTB,"Cooper Tire & Rubber Co. (CTB) Prices, Dividends, Splits and Trading Volume"
CPA,"Copa Holdings S.A. Cl A (CPA) Prices, Dividends, Splits and Trading Volume"
CPS,"Cooper-Standard Holdings Inc. (CPS) Prices, Dividends, Splits and Trading Volume"
CPRT,"Copart Inc. (CPRT) Prices, Dividends, Splits and Trading Volume"
CORT,"Corcept Therapeutics Incorporated (CORT) Prices, Dividends, Splits and Trading Volume"
CORE,"Core Mark Holding Co Inc (CORE) Prices, Dividends, Splits and Trading Volume"
CLGX,"CoreLogic (CLGX) Prices, Dividends, Splits and Trading Volume"
COCO,"Corinthian Colleges Inc. (COCO) Prices, Dividends, Splits and Trading Volume"
CSOD,"Cornerstone OnDemand Inc. (CSOD) Prices, Dividends, Splits and Trading Volume"
CNDO,"Coronado Biosciences, Inc. (CNDO) Prices, Dividends, Splits and Trading Volume"
CEB,"CEB Inc (CEB) Prices, Dividends, Splits and Trading Volume"
CRRS,"Corporate Resource Services Inc. (CRRS) Prices, Dividends, Splits and Trading Volume"
CRVL,"CorVel Corp. (CRVL) Prices, Dividends, Splits and Trading Volume"
CSGP,"CoStar Group Inc. (CSGP) Prices, Dividends, Splits and Trading Volume"
COTY,"Coty Inc. (COTY) Prices, Dividends, Splits and Trading Volume"
CRRC,"Courier Corp. (CRRC) Prices, Dividends, Splits and Trading Volume"
CVA,"Covanta Holding Corp (CVA) Prices, Dividends, Splits and Trading Volume"
CVD,"Covance Inc. (CVD) Prices, Dividends, Splits and Trading Volume"
COVS,"Covisint Corp (COVS) Prices, Dividends, Splits and Trading Volume"
COWN,"Cowen Group Inc. (COWN) Prices, Dividends, Splits and Trading Volume"
CBRL,"Cracker Barrel Old Country Store Inc. (CBRL) Prices, Dividends, Splits and Trading Volume"
CRAI,"CRA International Inc. (CRAI) Prices, Dividends, Splits and Trading Volume"
BREW,"Craft Brew Alliance Inc (BREW) Prices, Dividends, Splits and Trading Volume"
CR,"Crane Co. (CR) Prices, Dividends, Splits and Trading Volume"
CRAY,"Cray Inc. (CRAY) Prices, Dividends, Splits and Trading Volume"
CACC,"Credit Acceptance Corp. (MI) (CACC) Prices, Dividends, Splits and Trading Volume"
CREE,"Cree Inc. (CREE) Prices, Dividends, Splits and Trading Volume"
CROX,"Crocs Inc. (CROX) Prices, Dividends, Splits and Trading Volume"
CCRN,"Cross Country Healthcare Inc. (CCRN) Prices, Dividends, Splits and Trading Volume"
CCK,"Crown Holdings (CCK) Prices, Dividends, Splits and Trading Volume"
CRWN,"Crown Media Holdings Inc. (CRWN) Prices, Dividends, Splits and Trading Volume"
CRY,"CryoLife Inc. (CRY) Prices, Dividends, Splits and Trading Volume"
CSGS,"CSG Systems International Inc. (CSGS) Prices, Dividends, Splits and Trading Volume"
CSS,"CSS Industries Inc. (CSS) Prices, Dividends, Splits and Trading Volume"
CST,"CST Brands Inc (CST) Prices, Dividends, Splits and Trading Volume"
CTS,"CTS Corp. (CTS) Prices, Dividends, Splits and Trading Volume"
CUNB,"CU Bancorp (CUNB) Prices, Dividends, Splits and Trading Volume"
CUB,"Cubic Corp. (CUB) Prices, Dividends, Splits and Trading Volume"
CBST,"Cubist Pharmaceuticals Inc. (CBST) Prices, Dividends, Splits and Trading Volume"
CUI,"CUI Global Inc. (CUI) Prices, Dividends, Splits and Trading Volume"
CFR,"Cullen/Frost Bankers Inc. (CFR) Prices, Dividends, Splits and Trading Volume"
CFI,"Culp Inc. (CFI) Prices, Dividends, Splits and Trading Volume"
CMLS,"Cumulus Media Inc. (CMLS) Prices, Dividends, Splits and Trading Volume"
CRIS,"Curis Inc. (CRIS) Prices, Dividends, Splits and Trading Volume"
CW,"Curtiss-Wright Corp. (CW) Prices, Dividends, Splits and Trading Volume"
CUTR,"Cutera Inc. (CUTR) Prices, Dividends, Splits and Trading Volume"
CVBF,"CVB Financial Corp. (CVBF) Prices, Dividends, Splits and Trading Volume"
CUBI,"Customers Bancorp Inc (CUBI) Prices, Dividends, Splits and Trading Volume"
CVT,"Cvent (CVT) Prices, Dividends, Splits and Trading Volume"
CVI,"CVR Energy Inc (CVI) Prices, Dividends, Splits and Trading Volume"
CYNI,"Cyan Inc (CYNI) Prices, Dividends, Splits and Trading Volume"
CYBX,"Cyberonics Inc. (CYBX) Prices, Dividends, Splits and Trading Volume"
CYNO,"Cynosure Inc. (CYNO) Prices, Dividends, Splits and Trading Volume"
CY,"Cypress Semiconductor Corp. (CY) Prices, Dividends, Splits and Trading Volume"
CYT,"Cytec Industries Inc. (CYT) Prices, Dividends, Splits and Trading Volume"
CYTK,"Cytokinetics Inc (CYTK) Prices, Dividends, Splits and Trading Volume"
CYTX,"Cytori Therapeutics Inc (CYTX) Prices, Dividends, Splits and Trading Volume"
CYTR,"CytRx Corporation (CYTR) Prices, Dividends, Splits and Trading Volume"
DJCO,"Daily Journal Corp. (DJCO) Prices, Dividends, Splits and Trading Volume"
DAKT,"Daktronics Inc. (DAKT) Prices, Dividends, Splits and Trading Volume"
DAN,"Dana Holding Corp (DAN) Prices, Dividends, Splits and Trading Volume"
DAR,"Darling Ingredients Inc (DAR) Prices, Dividends, Splits and Trading Volume"
DTLK,"Datalink Corporation (DTLK) Prices, Dividends, Splits and Trading Volume"
DWSN,"Dawson Geophysical Co. (DWSN) Prices, Dividends, Splits and Trading Volume"
TRAK,"Dealertrack Technologies Inc. (TRAK) Prices, Dividends, Splits and Trading Volume"
DF,"Dean Foods Co. (DF) Prices, Dividends, Splits and Trading Volume"
DECK,"Deckers Outdoor Corp. (DECK) Prices, Dividends, Splits and Trading Volume"
DFRG,"Del Frisco's Restaurant Group Inc. (DFRG) Prices, Dividends, Splits and Trading Volume"
DK,"Delek US Holdings Inc (DK) Prices, Dividends, Splits and Trading Volume"
DGAS,"Delta Natural Gas Co. Inc. (DGAS) Prices, Dividends, Splits and Trading Volume"
DEL,"Deltic Timber Corp. (DEL) Prices, Dividends, Splits and Trading Volume"
DLX,"Deluxe Corp. (DLX) Prices, Dividends, Splits and Trading Volume"
DMD,"Demand Media Inc (DMD) Prices, Dividends, Splits and Trading Volume"
DWRE,"Demandware Inc (DWRE) Prices, Dividends, Splits and Trading Volume"
DNDN,"Dendreon Corp (DNDN) Prices, Dividends, Splits and Trading Volume"
DENN,"Denny's Corporation (DENN) Prices, Dividends, Splits and Trading Volume"
DEPO,"Depomed Inc. (DEPO) Prices, Dividends, Splits and Trading Volume"
DSCI,"Derma Sciences Inc. (DSCI) Prices, Dividends, Splits and Trading Volume"
DEST,"Destination Maternity Corp (DEST) Prices, Dividends, Splits and Trading Volume"
DXLG,"Destination XL Group Inc. (DXLG) Prices, Dividends, Splits and Trading Volume"
DV,"DeVry Education Group Inc (DV) Prices, Dividends, Splits and Trading Volume"
DXCM,"DexCom Inc. (DXCM) Prices, Dividends, Splits and Trading Volume"
DXM,"Dex Media Inc. (DXM) Prices, Dividends, Splits and Trading Volume"
DLLR,"DFC Global Corp (DLLR) Prices, Dividends, Splits and Trading Volume"
DHT,"DHT Holdings Inc. (DHT) Prices, Dividends, Splits and Trading Volume"
DHIL,"Diamond Hill Investment Group Inc. (DHIL) Prices, Dividends, Splits and Trading Volume"
DMND,"Diamond Foods Inc (DMND) Prices, Dividends, Splits and Trading Volume"
DRII,"Diamond Resorts International (DRII) Prices, Dividends, Splits and Trading Volume"
FANG,"Diamondback Energy Inc. Commmon Stock (FANG) Prices, Dividends, Splits and Trading Volume"
DRNA,"Dicerna Pharmaceuticals (DRNA) Prices, Dividends, Splits and Trading Volume"
DHX,"DHI Group Inc (DHX) Prices, Dividends, Splits and Trading Volume"
DKS,"Dick's Sporting Goods Inc (DKS) Prices, Dividends, Splits and Trading Volume"
DBD,"Diebold Inc. (DBD) Prices, Dividends, Splits and Trading Volume"
DGII,"Digi International Inc. (DGII) Prices, Dividends, Splits and Trading Volume"
DMRC,"Digimarc Corp (DMRC) Prices, Dividends, Splits and Trading Volume"
DRIV,"Digital River Inc. (DRIV) Prices, Dividends, Splits and Trading Volume"
DGI,"DigitalGlobe Inc (DGI) Prices, Dividends, Splits and Trading Volume"
DDS,"Dillard's Inc. (DDS) Prices, Dividends, Splits and Trading Volume"
